name,number,date_of_birth,age,height,citizenship,position,foot,joined,contract_expires,outfitter,player_id,club_id,country_of_birth,city_of_birth
icaro,0,2004-03-08,20,,Brazil,Attack,,2024-03-11,,,1083098,10010,,
gustavo kawa,0,2004-02-27,20,1.81,Brazil,Attack,,2024-01-01,,,1083097,10010,,
tiago,0,2005-04-08,19,,Brazil,Attack,,,,,1083095,10010,,
abraao,0,2004-02-22,20,,Brazil,Attack,,2023-08-02,,,1083096,10010,,
everton moraes,0,2002-05-12,22,1.84,Brazil,Attack - Centre-Forward,right,2023-08-02,2024-12-31,Nike,987776,10010,Brazil,Uberaba
arthur sales,19,2002-07-03,21,1.84,Brazil,Attack - Centre-Forward,left,2021-08-31,2026-06-30,Nike,905691,10010,Brazil,São Gabriel da Palha
leo guerra,0,2003-04-11,21,1.79,Brazil,Attack - Left Winger,right,2023-07-28,,,1083104,10010,,
vinicius mingotti,32,2000-01-07,24,1.9,Brazil,Attack - Centre-Forward,right,2024-01-11,2027-06-30,,658664,10010,Brazil,São Carlos
caio vidal,77,2000-11-04,23,1.74,Brazil,Attack - Right Winger,right,2023-02-19,2025-06-30,,815686,10010,Brazil,Fortaleza
everaldo,9,1991-07-05,32,1.82,Brazil,Attack - Centre-Forward,right,2023-01-09,2025-12-31,Nike,205041,10010,Brazil,Garibaldi
kayky,0,2003-06-11,20,1.72,Brazil,Attack - Right Winger,left,2021-08-31,2026-06-30,adidas,668265,10010,Brazil,Rio de Janeiro
lucas aruba,30,2004-03-26,20,1.76,Brazil,Attack - Left Winger,right,2024-03-06,2026-11-30,Nike,1083094,10010,Brazil,Maruim
vitinho,0,2004-04-28,20,1.78,Brazil,Midfield - Attacking Midfield,,,,,1083109,10010,,
patrick verhon,28,2004-09-08,19,1.74,Brazil,Midfield - Attacking Midfield,right,2024-01-08,2025-01-31,adidas,1038907,10010,Brazil,Serra
rafael ratao,21,1995-11-30,28,1.83,Brazil,Attack - Left Winger,right,2023-07-26,2026-12-31,,289802,10010,Brazil,Cascavel
guilherme brito,0,2003-11-23,20,1.73,Brazil,Midfield - Attacking Midfield,right,2022-08-01,,,1083091,10010,Brazil,Ilhéus
biel,11,2001-04-01,23,1.7,Brazil,Attack - Left Winger,right,2023-01-01,2028-12-31,adidas,875328,10010,Brazil,Maracanaú
roger gabriel,0,2007-02-11,17,1.73,Brazil,Midfield - Attacking Midfield,both,,,,1044131,10010,Brazil,Salvador
lucas mugni,10,1992-01-12,32,1.84,Argentina,Midfield - Attacking Midfield,left,2024-01-11,2024-12-31,adidas,148231,10010,Argentina,Santa Fé
marco antonio,0,1997-10-01,26,1.72,Brazil,Midfield - Attacking Midfield,right,2024-01-01,2024-11-30,adidas,578413,10010,Brazil,Belém
miqueias,0,2001-07-27,22,1.87,Brazil,Midfield - Central Midfield,right,2024-01-01,2024-11-30,,973707,10010,Brazil,Limeira
cauly,8,1995-09-15,28,1.75,Brazil,Midfield - Attacking Midfield,both,2023-02-01,2028-12-31,adidas,162812,10010,Brazil,Porto Seguro
erick,0,2006-06-05,17,,Brazil,Midfield,,2024-01-01,,,1109030,10010,,
vinicius meireles,0,2005-07-10,18,1.83,Brazil,Midfield,,2024-04-04,,,1087916,10010,,
ricardo goulart,0,1991-06-05,32,1.81,Brazil,Midfield - Attacking Midfield,right,2023-04-24,,adidas,106076,10010,Brazil,São Paulo
sidney,0,2006-03-12,18,1.68,Brazil,Midfield - Defensive Midfield,,,,,1109029,10010,,
lucas araujo,0,1999-05-21,25,1.81,Brazil,Midfield - Defensive Midfield,right,2023-04-03,2024-12-31,adidas,555018,10010,Brazil,Fortaleza
victor lustosa,0,2003-01-17,21,1.81,Brazil,Midfield - Central Midfield,right,2024-03-15,,,997491,10010,Brazil,Goiânia
diego rosa,17,2002-10-12,21,1.82,Brazil,Midfield - Defensive Midfield,right,2024-02-01,2024-06-30,Nike,662327,10010,Brazil,Salvador
rezende,5,1995-01-02,29,1.86,Brazil,Midfield - Defensive Midfield,left,2022-01-21,2025-12-31,Nike,793815,10010,Brazil,Rio de Janeiro
nicolas acevedo,26,1999-04-14,25,1.73,Uruguay,Midfield - Defensive Midfield,right,2023-01-01,2024-12-31,Nike,625569,10010,Uruguay,Montevideo
jotta,0,2005-04-24,19,,Brazil,Defender - Right-Back,right,2024-03-07,,,1094283,10010,,
daniel gomes,0,2005-09-05,18,1.75,Brazil,Defender - Right-Back,,2024-03-08,,,1082843,10010,,
andre dhominique,35,2003-10-07,20,1.78,Brazil,Defender - Right-Back,right,2024-01-31,,Puma,959171,10010,Brazil,Vera Cruz
hygor,0,2004-04-17,20,1.71,Brazil,Defender - Right-Back,right,2024-04-04,,,1082839,10010,Brazil,Rio de Janeiro
douglas borel,2,2002-03-30,22,1.78,Brazil,Defender - Right-Back,right,2024-04-18,2024-12-31,Nike,647540,10010,Brazil,Camaçari
ryan carlos,66,2002-05-14,22,1.72,Brazil,Defender - Left-Back,left,2023-01-01,2025-12-31,Nike,1082832,10010,Brazil,Diadema
cicinho,40,1988-12-26,35,1.68,Bulgaria,Defender - Right-Back,right,2023-01-13,2024-12-31,adidas,101294,10010,Brazil,Belém
gilberto,2,1993-03-07,31,1.81,Brazil,Defender - Right-Back,right,2023-07-09,2026-06-30,,231614,10010,Brazil,Rio de Janeiro
rafael soares,0,2004-12-27,19,1.78,Brazil,Defender - Left-Back,left,,,,1082831,10010,,
alex ferreira,0,2005-03-29,19,1.77,Brazil,Defender - Left-Back,left,,,,1087917,10010,,
luciano juba,46,1999-08-29,24,1.76,Brazil,Defender - Left-Back,left,2023-09-01,2027-12-31,,676035,10010,Brazil,Serra Talhada
matheus bahia,79,1999-08-11,24,1.81,Brazil,Defender - Left-Back,left,2024-01-10,2024-12-31,adidas,741021,10010,Brazil,Salvador
gabriel xavier,3,2001-05-06,23,1.9,Brazil,Defender - Centre-Back,right,2022-01-01,2027-12-31,Nike,740501,10010,Brazil,Andradina
camilo candido,13,1995-06-02,28,1.73,Uruguay,Defender - Left-Back,left,2024-01-01,2026-12-31,adidas,382473,10010,Uruguay,Montevideo
marcello,0,2003-04-07,21,1.8,Brazil,Defender - Centre-Back,right,2023-10-01,,,1083107,10010,Brazil,Campo dos Goytacazes
jhoanner chavez,13,2002-04-25,22,1.82,Ecuador,Defender - Left-Back,left,2024-01-09,2024-06-30,Nike,713787,10010,Ecuador,Francisco de Orellana
marcos victor,44,2001-12-26,22,1.84,Brazil,Defender - Centre-Back,right,2023-01-01,2027-12-31,Puma,980463,10010,Brazil,Fortaleza
nathan,5,2004-02-27,20,1.91,Brazil,Defender - Centre-Back,left,2023-09-06,,,1082838,10010,,
luis rodrigo,0,2003-01-07,21,1.81,Brazil,Defender - Centre-Back,,2024-01-01,,,1082834,10010,Brazil,Bossoroca
david duarte,33,1995-01-24,29,1.93,Brazil,Defender - Centre-Back,right,2024-01-10,2026-12-31,Nike,373446,10010,Brazil,Rio Grande
raul gustavo,34,1999-04-24,25,1.89,Brazil,Defender - Centre-Back,left,2019-07-19,2024-12-31,Nike,792345,10010,Brazil,Pedro Leopoldo
kanu,4,1997-03-07,27,1.86,Brazil,Defender - Centre-Back,right,2023-08-22,2027-12-31,Nike,524446,10010,Brazil,Duque de Caxias
alisson,0,2006-07-31,17,,Brazil,Goalkeeper,,2023-01-01,,,1114592,10010,,
vitor hugo,20,1991-05-20,33,1.87,Brazil,Defender - Centre-Back,left,2024-01-23,2024-06-30,Puma,149752,10010,Brazil,Guaraci
victor,0,2006-05-03,18,,Brazil,Goalkeeper,,,,,1109027,10010,Brazil,Xique-Xique
tiago gomes,1,2003-01-20,21,1.94,Brazil,Goalkeeper,,2024-01-22,,,1082828,10010,Brazil,Salvador
eric,0,2004-03-28,20,1.95,Brazil,Goalkeeper,,2022-01-01,,,1082827,10010,,
mateus claus,77,1994-08-03,29,1.94,Brazil,Goalkeeper,right,2024-01-25,2024-06-30,Nike,733453,10010,Brazil,Campo Bom
danilo fernandes,1,1988-04-03,36,1.88,Brazil,Goalkeeper,right,2022-01-01,2024-12-31,Mizuno,99439,10010,Brazil,Guarulhos
pedro raul,20,1996-11-05,27,1.93,Brazil,Attack - Centre-Forward,right,2024-02-02,2028-12-31,adidas,547443,978,Brazil,Porto Alegre
pablo vegetti,99,1988-10-15,35,1.87,Argentina,Attack - Centre-Forward,right,2023-08-02,2025-12-31,,334229,978,Argentina,Santo Domingo
gabriel souza,1,2004-08-03,19,1.93,Brazil,Goalkeeper,right,2023-02-01,2024-06-30,,994229,10010,Brazil,Vila Velha
sebastian ferreira,11,1998-02-13,26,1.8,Paraguay,Attack - Centre-Forward,right,2022-01-18,2025-12-31,adidas,401727,978,Paraguay,Asunción
marcos felipe,22,1996-04-13,28,1.88,Brazil,Goalkeeper,right,2023-08-31,2027-12-31,Nike,283166,10010,Brazil,Linhares
rayan,77,2006-08-03,17,1.85,Brazil,Attack - Right Winger,left,2023-07-01,2025-12-31,,1012564,978,Brazil,Rio de Janeiro
juan alvina,33,2003-02-16,21,1.65,Brazil,Attack - Right Winger,left,2023-09-01,2026-06-30,,1083965,978,Brazil,Rio de Janeiro
rossi,31,1993-04-22,31,1.7,Brazil,Attack - Right Winger,right,2023-08-09,2024-12-31,,212114,978,Brazil,Prainha
vinicius paiva,0,2001-03-01,23,1.7,Brazil,Attack - Right Winger,right,2024-02-14,2024-12-31,adidas,689561,978,Brazil,Rio de Janeiro
gabriel pfeifer,0,2005-05-12,19,1.75,Brazil,Midfield - Central Midfield,right,2023-10-01,,,1100475,978,,
andrey santos,8,2004-05-03,20,1.8,Brazil,Midfield - Central Midfield,right,2024-02-01,2024-06-30,adidas,743600,978,Brazil,Rio de Janeiro
juninho,50,2001-01-23,23,1.74,Brazil,Midfield - Central Midfield,right,2024-01-01,2024-12-31,,740271,978,Brazil,Volta Redonda
jair,8,1994-08-26,29,1.78,Brazil,Midfield - Central Midfield,right,2023-01-13,2025-12-31,adidas,239294,978,Brazil,Ibirubá
paulinho paula,18,1997-01-08,27,1.73,Brazil,Midfield - Central Midfield,right,2023-07-26,2025-12-31,,534473,978,Brazil,Rio de Janeiro
matias galarza,8,2002-02-11,22,1.75,Paraguay,Midfield - Central Midfield,left,2023-08-31,2024-12-31,adidas,661269,978,Paraguay,Asunción
gabriel pec,11,2001-02-11,23,1.72,Brazil,Attack - Right Winger,left,2024-01-31,2028-12-31,adidas,703321,978,Brazil,Petrópolis
praxedes,21,2002-02-08,22,1.86,Brazil,Midfield - Central Midfield,left,2023-07-26,2024-12-31,adidas,574765,978,Brazil,Itaboraí
raytm,0,2004-08-31,19,,Brazil,Midfield,,,,,1083974,978,,
jeronimo,0,2005-01-21,19,,Brazil,Midfield,,2024-04-26,,,1100476,978,,
marlon gomes,30,2003-12-14,20,1.84,Brazil,Midfield - Central Midfield,right,2024-01-26,2028-12-31,Nike,668235,978,Brazil,Rio de Janeiro
lucas eduardo,0,2004-01-13,20,,Brazil,Midfield - Defensive Midfield,,,,,1083971,978,Brazil,Rio de Janeiro
rodrigo,26,2002-06-04,21,1.76,Brazil,Midfield - Defensive Midfield,right,2023-01-01,2025-12-31,adidas,1009017,978,Brazil,Barra de São Miguel
ze gabriel,23,1999-01-21,25,1.84,Brazil,Midfield - Defensive Midfield,right,2022-02-11,2025-12-31,adidas,670968,978,Brazil,Carmópolis
matheus barbosa,0,1994-08-18,29,1.84,Brazil,Midfield - Defensive Midfield,both,2024-01-01,2025-12-31,,181784,978,Brazil,São Bernardo do Campo
jose luis rodriguez,2,1997-03-14,27,1.83,Uruguay,Defender - Right-Back,right,2023-01-04,2025-12-31,Puma,430339,978,Uruguay,Canelones
patrick de lucca,8,2000-03-02,24,1.8,Brazil,Midfield - Defensive Midfield,right,2024-04-19,2024-12-31,Puma,689737,978,Brazil,São Paulo
paulinho babilonia,29,2005-05-23,18,1.75,Brazil,Defender - Right-Back,right,,2025-06-30,Nike,1083888,978,Brazil,Manaus
gabriel dias,30,1994-05-10,30,1.83,Brazil,Defender - Right-Back,right,2024-01-09,2024-12-31,Nike,336474,978,Brazil,Francisco Morato
jefferson,0,1997-01-03,27,1.76,Brazil,Defender - Left-Back,left,2024-04-09,,,435211,978,Brazil,Jaraguá
matheus juliao,0,2003-04-10,21,1.78,Brazil,Defender - Left-Back,left,,2025-02-28,,1083883,978,Brazil,São João de Meriti
lucas piton,6,2000-10-09,23,1.75,Italy,Defender - Left-Back,left,2023-01-01,2026-12-31,Puma,670201,978,Brazil,Jundiaí
edimar,0,1986-05-21,38,1.8,Brazil,Defender - Left-Back,left,2024-03-27,,adidas,74314,978,Brazil,Cachoeiro de Itapemirim
roger,0,2004-02-18,20,,Brazil,Defender - Centre-Back,,,,,1083890,978,Brazil,Rio de Janeiro
paulo victor,21,2001-04-13,23,1.8,Brazil,Defender - Left-Back,left,2023-07-18,2024-06-30,Nike,875511,978,Brazil,Boicaúva
lyncon,0,2005-05-07,19,1.86,Brazil,Defender - Centre-Back,right,,,,1083889,978,Brazil,Itaboraí
ze vitor,0,2002-06-10,21,1.92,Brazil,Defender - Centre-Back,left,2024-03-10,,Nike,982165,978,Brazil,Colorado
anderson conceicao,0,1989-10-24,34,1.88,Brazil,Defender - Centre-Back,left,2024-01-11,2024-12-31,,187759,978,Brazil,Caravelas
miranda,15,2000-01-19,24,1.81,Brazil,Defender - Centre-Back,right,2024-02-16,2024-12-31,Nike,412376,978,Brazil,Duque de Caxias
luis martinez,0,2005-11-24,18,,Brazil,Defender,,2022-09-01,,,1083884,978,,
robson bambu,3,1997-11-12,26,1.85,Brazil,Defender - Centre-Back,right,2024-01-29,2024-06-30,adidas,458715,978,Brazil,São Vicente
leotm,3,1996-03-06,28,1.83,Brazil,Defender - Centre-Back,left,2023-01-01,2025-12-31,New Balance,403296,978,Brazil,Rio de Janeiro
eric pimentel,53,2003-01-15,21,1.92,Brazil,Defender - Centre-Back,right,2023-07-10,2027-06-30,,999808,978,Brazil,Rio de Janeiro
patrick paixao,0,2003-02-19,21,,Brazil,Goalkeeper,,2024-01-01,,,977701,978,,
gary medel,17,1987-08-03,36,1.71,Chile,Defender - Centre-Back,right,2023-07-11,2024-12-31,Nike,60889,978,Chile,Conchalí
manuel capasso,25,1996-04-19,28,1.88,Argentina,Defender - Centre-Back,right,2024-02-16,2024-12-31,Nike,653152,978,Argentina,Buenos Aires
halls,0,1999-06-17,24,1.98,Brazil,Goalkeeper,right,2024-04-12,2024-11-30,Nike,734169,978,Brazil,Nova Iguaçu
cadu,0,2003-03-25,21,1.91,Brazil,Goalkeeper,right,2024-04-25,,,668229,978,Brazil,Rio de Janeiro
ivan,22,1997-07-02,26,1.96,Brazil,Goalkeeper,right,2024-01-07,2026-12-31,adidas,364257,978,Brazil,Rio das Pedras
alexander,0,1999-05-31,24,1.9,Brazil,Goalkeeper,right,2024-01-31,2024-12-31,,668799,978,Brazil,São Gonçalo
